,index,Cube Name,Cubecon Type,cardID,addedTmsp,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_released_at,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness
120,120,The Jund Cube,Pre-Accepted,ea7e4c65-b4c4-4795-9475-3cba71c50ea5,1666684903062,"Valki, God of Lies","Valki, God of Lies [khm-114]",Yongjae Choi,mythic,"['B', 'R']",['B'],khm,2021-02-05,2,"['b', '1']",Legendary Creature — God,1320.399999999879,3.9097242036842434,5618,,2,1
121,121,The Jund Cube,Pre-Accepted,0ec8d800-7f06-44e0-b22d-cdff0a9b153d,1666684903062,Hellrider,Hellrider [dka-93],Svetlin Velinov,rare,['R'],['R'],dka,2012-02-03,4,"['r', 'r', '2']",Creature — Devil,1326.1000000006125,11.793893926635256,16947,,3,3
122,122,The Jund Cube,Pre-Accepted,f395278e-6d74-4f35-af9d-21bad7b19763,1666685187692,Elves of Deep Shadow,Elves of Deep Shadow [drk-76],Jesper Myrfors,uncommon,"['B', 'G']",['G'],drk,1994-08-01,1,['g'],Creature — Elf Druid,1310.8999999997998,8.07554995720042,11604,,1,1
123,123,The Jund Cube,Pre-Accepted,3412a5a9-f3dd-4f23-b588-d3b7fd3a382e,1666685187692,Llanowar Elves,Llanowar Elves [pdci-9],Anson Maddocks,rare,['G'],['G'],pdci,2007-10-01,1,['g'],Creature — Elf Druid,1431.1000000013616,28.4015226907365,40811,,1,1
124,124,The Jund Cube,Pre-Accepted,4fa5f934-5407-4844-9cd5-9ba5fa7c4748,1666685187692,Gamble,Gamble [dmr-321],Andrew Goldhawk,rare,['R'],['R'],dmr,2023-01-13,1,['r'],Sorcery,1301.8000000000422,4.449068500205299,6393,,,
125,125,The Jund Cube,Pre-Accepted,fe9f65ef-7ea4-4e52-9e9b-6db95906f799,1666685187692,Harmonize,Harmonize [cmd-158],Paul Lee,uncommon,['G'],['G'],cmd,2011-06-17,4,"['g', 'g', '2']",Sorcery,1274.5999999998762,10.91841634595979,15689,,,
126,126,The Jund Cube,Pre-Accepted,72495879-39ce-449d-ad2f-ef32ea46f3aa,1666685187692,"Kari Zev, Skyship Raider","Kari Zev, Skyship Raider [aer-87]",Brad Rigney,rare,['R'],['R'],aer,2017-01-20,2,"['r', '1']",Legendary Creature — Human Pirate,1369.5000000002153,10.33383672134342,14849,,1,3
127,127,The Jund Cube,Pre-Accepted,e62ff2bf-323d-4252-ba7b-27bcdf805093,1666685187692,Ramunap Excavator,Ramunap Excavator [phou-129],Joe Slucher,rare,['G'],['G'],phou,2017-07-14,3,"['g', '2']",Creature — Naga Cleric,1397.1000000003437,10.69919898672865,15374,,2,3
128,128,The Jund Cube,Pre-Accepted,5de097e5-e960-4404-a370-defe93ce892f,1666685187692,Oracle of Mul Daya,Oracle of Mul Daya [jmp-415],Vance Kovacs,rare,['G'],['G'],jmp,2020-07-17,4,"['g', '3']",Creature — Elf Shaman,1386.100000001209,10.718684974215863,15402,,2,2
129,129,The Jund Cube,Pre-Accepted,f22c07e2-91d2-4edb-bd2b-cca6d4cefcc9,1666685496602,Timeless Witness,Timeless Witness [mh2-179],Deruchenko Alexander,uncommon,['G'],['G'],mh2,2021-06-18,4,"['g', 'g', '2']",Creature — Human Shaman,1345.3999999999444,1.8275072550506983,2626,,2,1
130,130,The Jund Cube,Pre-Accepted,29425426-7bf2-4872-aa35-c12c22801edd,1666710454266,Knight of the Ebon Legion,Knight of the Ebon Legion [m20-105],Alex Konstad,rare,['B'],['B'],m20,2019-07-12,1,['b'],Creature — Vampire Knight,1317.8999999997936,7.548732366921144,10847,,1,2
131,131,The Jund Cube,Pre-Accepted,fed77513-94ab-44e2-b9a1-30ba927cd6ee,1666710454266,Cult Conscript,Cult Conscript [dmu-88],Joe Slucher,uncommon,['B'],['B'],dmu,2022-09-09,1,['b'],Creature — Skeleton Warrior,1240.2000000000273,2.133019701725206,3065,,2,1
132,132,The Jund Cube,Pre-Accepted,f6b2eba7-862a-4efd-9f65-065fb2070855,1666710454266,Feed the Swarm,Feed the Swarm [znr-102],Andrey Kuzinskiy,common,['B'],['B'],znr,2020-09-25,2,"['b', '1']",Sorcery,1355.900000000156,7.546644582547515,10844,,,
133,133,The Jund Cube,Pre-Accepted,bf43967f-756c-4e01-9fdc-7d4abdf4e9dd,1689736982121,Throne of the High City,Throne of the High City [ltc-339],Pablo Mendoza,rare,[],[],ltc,2023-06-23,0,[''],Land,1181.4000000000085,1.1956045179653845,1718,,,
134,134,The Jund Cube,Pre-Accepted,2d57d9c0-b1bd-476e-835c-cf1bd7abd09c,1666711935549,Deathcap Glade,Deathcap Glade [pvow-261s],Sam Burley,rare,"['B', 'G']",[],pvow,2021-11-19,0,[''],Land,1230.5999999998417,1.9840910830729401,2851,,,
135,135,The Jund Cube,Pre-Accepted,91f67a64-b97d-473a-be9d-c8044ff86605,1666711935549,Haunted Ridge,Haunted Ridge [mid-282],Piotr Dura,rare,"['B', 'R']",[],mid,2021-09-24,0,[''],Land,1321.9000000002272,2.2165310766704014,3185,,,
136,136,The Jund Cube,Pre-Accepted,73731e45-51bb-4188-a54d-fdaa4bdfaf1f,1666711992182,Toxic Deluge,Toxic Deluge [2xm-345],Richard Kane Ferguson,rare,['B'],['B'],2xm,2020-08-07,3,"['b', '2']",Sorcery,1357.7000000005503,10.743738386699421,15438,,,
137,137,The Jund Cube,Pre-Accepted,3267174f-92e8-43ee-836e-5360eb716b4d,1666712259632,Voracious Hydra,Voracious Hydra [pm20-200s],Wayne Reynolds,rare,['G'],['G'],pm20,2019-07-12,2,"['g', 'g', 'x']",Creature — Hydra,1244.5999999998237,5.8297898992992,8377,,0,1
138,138,The Jund Cube,Pre-Accepted,5deb0185-62b3-474b-83a1-25473fdae4fa,1689736922659,Court of Ambition,Court of Ambition [cmr-114],Ravenna Tran,rare,['B'],['B'],cmr,2020-11-20,4,"['b', 'b', '2']",Enchantment,1258.9999999999527,1.6709234270284565,2401,,,
139,139,The Jund Cube,Pre-Accepted,d49203dd-89b6-4e91-b3ff-5f9f5ce981f8,1666712554348,Viscera Seer,Viscera Seer [cmr-158],John Stanko,common,['B'],['B'],cmr,2020-11-20,1,['b'],Creature — Vampire Wizard,1194.8999999996497,9.899577571628402,14225,,1,1
140,140,The Jund Cube,Pre-Accepted,f29ec5be-501c-4a5d-8b2a-f974c6cf06c6,1666712554348,"Jadar, Ghoulcaller of Nephalia","Jadar, Ghoulcaller of Nephalia [mid-315]",DZO,rare,['B'],['B'],mid,2021-09-24,2,"['b', '1']",Legendary Creature — Human Wizard,1296.000000000345,4.176264675384326,6001,,1,1
141,141,The Jund Cube,Pre-Accepted,e3378fe8-3355-48aa-90d4-9cb739200160,1666712554348,Priest of Forgotten Gods,Priest of Forgotten Gods [rna-83],Zack Stella,rare,['B'],['B'],rna,2019-01-25,2,"['b', '1']",Creature — Human Cleric,1303.5999999997632,6.697612270604692,9624,,1,2
142,142,The Jund Cube,Pre-Accepted,5a53982e-3d66-4808-bcb5-46ff40567872,1666712554348,Morbid Opportunist,Morbid Opportunist [mid-113],Tyler Walpole,uncommon,['B'],['B'],mid,2021-09-24,3,"['b', '2']",Creature — Human Rogue,1311.899999999999,3.374555475910448,4849,,1,3
143,143,The Jund Cube,Pre-Accepted,3c05e8a2-b7d0-4f24-b2ae-8e4db30e5842,1666712554348,Blightning,Blightning [ala-156],Thomas M. Baxa,common,"['B', 'R']","['B', 'R']",ala,2008-10-03,3,"['r', 'b', '1']",Sorcery,1250.900000000281,5.0357359091952985,7236,,,
144,144,The Jund Cube,Pre-Accepted,8652e3a1-bcd4-4c0c-a085-34f19702df26,1666712554348,Pernicious Deed,Pernicious Deed [a25-212],Christopher Moeller,rare,"['B', 'G']","['B', 'G']",a25,2018-03-16,3,"['g', 'b', '1']",Enchantment,1179.2999999999736,6.179145817819935,8879,,,
145,145,The Jund Cube,Pre-Accepted,3ca0eb05-95d2-4eba-a3de-0e08739459a3,1666712554348,Riveteers Charm,Riveteers Charm [snc-331],Jérémie Solomon,uncommon,"['B', 'G', 'R']","['B', 'G', 'R']",snc,2022-04-29,3,"['g', 'r', 'b']",Instant,1108.599999999988,0.7857028526093826,1129,,,
146,146,The Jund Cube,Pre-Accepted,4720b4f2-e6af-4223-9250-a0ed21ed5693,1666713323250,Pest Infestation,Pest Infestation [c21-65],Brian Valeza,rare,['G'],['G'],c21,2021-04-23,1,"['g', 'x', 'x']",Sorcery,1390.4000000007447,2.8143333356530937,4044,,,
147,147,The Jund Cube,Pre-Accepted,ff619a09-4fe5-4341-9077-88a0a9f4fbf9,1666715297266,Twilight Mire,Twilight Mire [eve-180],Rob Alexander,rare,"['B', 'G']",[],eve,2008-07-25,0,[''],Land,1301.0000000001357,2.506037176480413,3601,,,
148,148,The Jund Cube,Pre-Accepted,81e7d329-ef6a-45f3-82b6-37a3606c00bc,1666715297266,Graven Cairns,Graven Cairns [fut-175],Anthony S. Waters,rare,"['B', 'R']",[],fut,2007-05-04,0,[''],Land,1240.0000000001512,2.870703513741101,4125,,,
149,149,The Jund Cube,Pre-Accepted,ff0063da-ab6b-499d-8e87-8b34d46f0372,1689736012013,"Nissa, Vastwood Seer","Nissa, Vastwood Seer [ori-189]",Wesley Burt,mythic,['G'],['G'],ori,2015-07-17,3,"['g', '2']",Legendary Creature — Elf Scout,1378.4999999998367,5.65232822754066,8122,,2,2
150,150,The Jund Cube,Pre-Accepted,148bbff4-ac34-45d1-9091-323947a6ff67,1666715297266,Wall of Roots,Wall of Roots [p30a-4],Matt Stewart,rare,['G'],['G'],p30a,2022-09-02,2,"['g', '1']",Creature — Plant Wall,1300.4999999998558,10.104180440244132,14519,,0,5
151,151,The Jund Cube,Pre-Accepted,e37da81e-be12-45a2-9128-376f1ad7b3e8,1666715319728,Prismatic Vista,Prismatic Vista [mh1-244],Sam Burley,rare,[],[],mh1,2019-06-14,0,[''],Land,1603.2000000032358,12.328366726284509,17715,,,
152,152,The Jund Cube,Pre-Accepted,25eab51a-8dad-4a37-9551-c6bf0dc6ecf5,1666715348603,Solemn Simulacrum,Solemn Simulacrum [m21-319],Joseph Meehan,rare,[],[],m21,2020-07-03,4,['4'],Artifact Creature — Golem,1395.700000000725,19.408739465388013,27889,,2,2
153,153,The Jund Cube,Pre-Accepted,4436b093-2c8a-45ad-b84b-b4282d3b61c3,1666715611822,Unleash the Inferno,Unleash the Inferno [snc-402],Justin Hernandez & Alexis Hernandez,rare,"['B', 'G', 'R']","['B', 'G', 'R']",snc,2022-04-29,4,"['g', 'r', 'b', '1']",Instant,1085.2999999999943,0.2707160404473426,389,,,
154,154,The Jund Cube,Pre-Accepted,6efb6a69-562c-4d95-858d-b067444cfd7e,1689736502383,Palantír of Orthanc,Palantír of Orthanc [ltr-247],Tatiana Veryayskaya,mythic,[],[],ltr,2023-06-23,3,['3'],Legendary Artifact,1409.1999999999982,0.1718942467621944,247,,,
155,155,The Jund Cube,Pre-Accepted,2b73d294-6ab1-4051-9b0f-d8e335d37674,1666716108384,Unholy Heat,Unholy Heat [mh2-145],Kari Christensen,common,['R'],['R'],mh2,2021-06-18,1,['r'],Instant,1379.0000000009572,5.463731705789426,7851,,,
156,156,The Jund Cube,Pre-Accepted,b6876d9e-0908-43ac-8542-09c7aa02b5ba,1666716505477,Tarmogoyf,Tarmogoyf [fut-153],Justin Murray,rare,['G'],['G'],fut,2007-05-04,2,"['g', '1']",Creature — Lhurgoyf,1340.1999999997265,7.619021107500018,10948,,*,1+*
157,157,The Jund Cube,Pre-Accepted,e768c957-3a1f-42f5-853a-96942f645df5,1666716505477,Lightning Bolt,Lightning Bolt [m11-149],Christopher Moeller,common,['R'],['R'],m11,2010-07-16,1,['r'],Instant,1657.5000000052673,30.799691007912703,44257,,,
158,158,The Jund Cube,Pre-Accepted,68c72226-6f52-4322-8b14-18737293dfa0,1666716505477,Bloodstained Mire,Bloodstained Mire [ons-313],Rob Alexander,rare,[],[],ons,2002-10-07,0,[''],Land,1572.2000000040905,18.4393115878992,26496,,,
159,159,The Jund Cube,Pre-Accepted,981b3a2e-de94-428d-8e5d-5a7ba6afe4a2,1666716505477,Verdant Catacombs,Verdant Catacombs [mh2-440],Vance Kovacs,rare,[],[],mh2,2021-06-18,0,[''],Land,1519.2000000026537,17.76774094771492,25531,,,
160,160,The Jund Cube,Pre-Accepted,cdad38f7-9dfa-4f1b-9fac-41ab2b253f53,1666716505477,Wooded Foothills,Wooded Foothills [ons-330],Rob Alexander,rare,[],[],ons,2002-10-07,0,[''],Land,1612.6000000033134,18.133799141224696,26057,,,
161,161,The Jund Cube,Pre-Accepted,3c56fda1-d286-46b1-9617-4f7c430abb79,1666716603226,Master of the Wild Hunt,Master of the Wild Hunt [a25-181],Kev Walker,mythic,['G'],['G'],a25,2018-03-16,4,"['g', 'g', '2']",Creature — Human Shaman,1254.7000000000185,4.009937853618478,5762,,3,3
162,162,The Jund Cube,Pre-Accepted,ca6f13a2-9243-4ce9-9f71-bed74355b781,1666716603226,Garruk Wildspeaker,Garruk Wildspeaker [lrw-213],Aleksi Briclot,rare,['G'],['G'],lrw,2007-10-12,4,"['g', 'g', '2']",Legendary Planeswalker — Garruk,1368.300000000252,10.628214318025234,15272,3,,
163,163,The Jund Cube,Pre-Accepted,52ef00c1-613a-4cbd-8972-77c41f649431,1666717243956,Zulaport Cutthroat,Zulaport Cutthroat [clb-775],Jason Rainville,uncommon,['B'],['B'],clb,2022-06-10,2,"['b', '1']",Creature — Human Rogue Ally,1292.2999999993197,14.035478415789218,20168,,1,1
164,164,The Jund Cube,Pre-Accepted,ecb8dab0-ecce-4321-b382-c58b296c2fd3,1666717243956,Urborg Repossession,Urborg Repossession [dmu-114],Cristi Balanescu,common,"['B', 'G']",['B'],dmu,2022-09-09,1,['b'],Sorcery,1235.2000000000046,0.9506378181261439,1366,,,
165,165,The Jund Cube,Pre-Accepted,b02452bb-a049-4e86-ba2c-135803caa03d,1666717501485,Mishra's Bauble,Mishra's Bauble [brr-34],Chippy,uncommon,[],[],brr,2022-11-18,0,['0'],Artifact,1420.900000000346,5.693387986888714,8181,,,
166,166,The Jund Cube,Pre-Accepted,b982558f-5b82-4918-9b54-c7ac1e6f8da5,1666717649991,Rancor,Rancor [m13-185],Kev Walker,uncommon,['G'],['G'],m13,2012-07-13,1,['g'],Enchantment — Aura,1278.599999999835,14.784993005922349,21245,,,
167,167,The Jund Cube,Pre-Accepted,aec6b2b7-625a-451d-bc0b-4456f5bf2719,1666717848823,"Juri, Master of the Revue","Juri, Master of the Revue [cmr-282]",Dmitry Burmak,uncommon,"['B', 'R']","['B', 'R']",cmr,2020-11-20,2,"['r', 'b']",Legendary Creature — Human Shaman,1205.6999999999696,3.9041567786878972,5610,,1,1
168,168,The Jund Cube,Pre-Accepted,52cc2f10-142d-4e6a-984e-b25f566cc960,1666722760642,Mutavault,Mutavault [clb-903],Fred Fields,rare,[],[],clb,2022-06-10,0,[''],Land,1264.8999999994562,8.813929697340859,12665,,,
169,169,The Jund Cube,Pre-Accepted,8ef23258-511f-43f8-b84f-bd2256b5c86b,1684727567858,Brainstone,Brainstone [mh2-426],Drew Tucker,uncommon,[],[],mh2,2021-06-18,1,['1'],Artifact,1309.4000000000342,1.302081521020509,1871,,,
170,170,The Jund Cube,Pre-Accepted,7373fe95-ad1c-44b9-8c7f-464ce8cbffc6,1666728254988,Deadly Dispute,Deadly Dispute [afr-94],Irina Nordsol,common,['B'],['B'],afr,2021-07-23,2,"['b', '1']",Instant,1286.0000000003615,6.460996708259971,9284,,,
171,171,The Jund Cube,Pre-Accepted,ba8567d2-38ec-47da-a38b-d2d627d44089,1666728254988,Gilded Goose,Gilded Goose [peld-160p],Lindsey Look,rare,['G'],['G'],peld,2019-10-04,1,['g'],Creature — Bird,1366.9000000010576,8.706060838036647,12510,,0,2
172,172,The Jund Cube,Pre-Accepted,65a5c768-43e9-4f6f-8e01-850d7eb6bab3,1666728603563,Tarfire,Tarfire [evg-56],Omar Rayyan,common,['R'],['R'],evg,2014-12-05,1,['r'],Tribal Instant — Goblin,1354.6000000000793,1.5449604364861198,2220,,,
173,173,The Jund Cube,Pre-Accepted,93dd512f-9f77-4f54-9081-f14ae0aa8c7a,1666936413966,"Lagomos, Hand of Hatred","Lagomos, Hand of Hatred [dmu-304]",Joe Esposito,uncommon,"['B', 'R']","['B', 'R']",dmu,2022-09-09,3,"['r', 'b', '1']",Legendary Creature — Human Shaman,1291.1000000000188,1.2164823617016836,1748,,1,3
174,174,The Jund Cube,Pre-Accepted,2138dfbb-a4e3-49db-b908-95d0b2b7e82f,1667332878775,Urza's Saga,Urza's Saga [mh2-380],Titus Lunter,rare,[],[],mh2,2021-06-18,0,[''],Enchantment Land — Urza's Saga,1555.899999998989,5.684340921269651,8168,,,
175,175,The Jund Cube,Pre-Accepted,93b68168-e77d-4745-9393-726ef9fb72ec,1689731938972,Reaper's Talisman,Reaper's Talisman [afr-117],Olena Richards,uncommon,['B'],['B'],afr,2021-07-23,1,['b'],Artifact — Equipment,1252.3000000000382,1.009095780587781,1450,,,
176,176,The Jund Cube,Pre-Accepted,939c6e19-4b27-4023-bb9c-ae440f91e21c,1667332968028,Shadowspear,Shadowspear [thb-236],Yeong-Hao Han,rare,[],[],thb,2020-01-24,1,['1'],Legendary Artifact — Equipment,1340.4000000005854,7.43807979511876,10688,,,
177,177,The Jund Cube,Pre-Accepted,847a175e-ead1-4596-baf3-5f7f57859e0b,1667671806708,Haywire Mite,Haywire Mite [bro-199],Izzy,uncommon,['G'],[],bro,2022-11-18,1,['1'],Artifact Creature — Insect,1267.6000000000142,1.0835600899139137,1557,,1,1
178,178,The Jund Cube,Pre-Accepted,514c5e77-9ecc-41c9-b104-76343601fafb,1667671806708,Misery's Shadow,Misery's Shadow [bro-107],Igor Kieryluk,rare,['B'],['B'],bro,2022-11-18,2,"['b', '1']",Creature — Shade,1353.1000000000217,0.803101055722965,1154,,2,2
179,179,The Jund Cube,Pre-Accepted,7be07e97-2ffc-40ad-a676-a74b8b680ea1,1667876321426,Satyr Wayfinder,Satyr Wayfinder [m15-198],Steve Prescott,common,['G'],['G'],m15,2014-07-18,2,"['g', '1']",Creature — Satyr,1266.5999999995815,10.026932418419825,14408,,1,1
180,180,The Jund Cube,Pre-Accepted,77f8aab2-995b-4e55-8c23-6915eac6278c,1684727262851,Pile On,Pile On [mom-361],Javier Charro,rare,['B'],['B'],mom,2023-04-21,4,"['b', '3']",Instant,1359.399999999983,0.42173244347323807,606,,,
181,181,The Jund Cube,Pre-Accepted,bbec97ff-bb84-4496-9e09-d4fc1570c516,1672645551594,Mawloc,Mawloc [40k-133],Mathias Kollros,rare,"['G', 'R']","['G', 'R']",40k,2022-10-07,2,"['g', 'r', 'x']",Creature — Tyranid,1331.1000000000208,0.6165923183453613,886,,2,2
182,182,The Jund Cube,Pre-Accepted,425ae9d7-f198-4ace-9a2c-ebc8845a71ce,1672645974135,"Gix, Yawgmoth Praetor","Gix, Yawgmoth Praetor [pbro-95p]",Anna Podedworna,mythic,['B'],['B'],pbro,2022-11-18,3,"['b', 'b', '1']",Legendary Creature — Phyrexian Praetor,1312.9000000000633,1.0592026055548982,1522,,3,3
183,183,The Jund Cube,Pre-Accepted,0655bae1-d33b-4bac-856a-ca4518f192e8,1672645974135,Infernal Grasp,Infernal Grasp [mid-389],Naomi Baker,uncommon,['B'],['B'],mid,2021-09-24,2,"['b', '1']",Instant,1407.9000000008143,7.5222870981884995,10809,,,
184,184,The Jund Cube,Pre-Accepted,5ca4cb0e-63ad-4275-a27f-da476260b467,1672645974135,"Feldon, Ronom Excavator","Feldon, Ronom Excavator [bro-135]",Howard Lyon,rare,['R'],['R'],bro,2022-11-18,2,"['r', '1']",Legendary Creature — Human Artificer,1295.9999999999982,0.5797081277445666,833,,2,2
185,185,The Jund Cube,Pre-Accepted,14266659-4f24-4489-be7d-57e05fc874a2,1672645974135,Dark Confidant,Dark Confidant [g11-6],Ron Spears,rare,['B'],['B'],g11,2011-01-01,2,"['b', '1']",Creature — Human Wizard,1482.40000000001,12.70416791353789,18255,,2,1
186,186,The Jund Cube,Pre-Accepted,a3bb2881-e8fb-4fba-a9f9-d93e6ca24378,1672645974135,"Laelia, the Blade Reforged","Laelia, the Blade Reforged [c21-53]",Wisnu Tan,rare,['R'],['R'],c21,2021-04-23,3,"['r', '2']",Legendary Creature — Spirit Warrior,1564.5000000001196,5.148476265371312,7398,,2,2
187,187,The Jund Cube,Pre-Accepted,2b7e703f-dcd2-4a99-846f-758d4858453a,1672647185156,Professional Face-Breaker,Professional Face-Breaker [snc-426],Dan Scott,rare,['R'],['R'],snc,2022-04-29,3,"['r', '2']",Creature — Human Warrior,1364.5000000000146,2.371723048443557,3408,,2,3
188,188,The Jund Cube,Pre-Accepted,7f886411-8216-4fb7-9172-a408c39043ee,1672647185156,Obliterating Bolt,Obliterating Bolt [bro-145],Campbell White,uncommon,['R'],['R'],bro,2022-11-18,2,"['r', '1']",Sorcery,1341.3999999999915,0.693144412045124,996,,,
189,189,The Jund Cube,Pre-Accepted,1c95f8b8-faba-4412-8d8f-093e2ec903f0,1672647286037,Awaken the Woods,Awaken the Woods [bro-170],Bryan Sola,mythic,['G'],['G'],bro,2022-11-18,2,"['g', 'g', 'x']",Sorcery,1359.5999999999892,0.6284230964625973,903,,,
190,190,The Jund Cube,Pre-Accepted,bbb94426-4e89-4ae1-98f2-d3a66f18784b,1672689268968,"Radha, Heart of Keld","Radha, Heart of Keld [pm21-224p]",Chris Rahn,rare,"['G', 'R']","['G', 'R']",pm21,2020-07-03,3,"['g', 'r', '1']",Legendary Creature — Elf Warrior,1237.5000000001269,3.883278934951598,5580,,3,3
191,191,The Jund Cube,Pre-Accepted,1148fb01-e1dc-4c7e-a4ec-70627065a2f0,1676093408612,Rockfall Vale,Rockfall Vale [pmid-266s],Muhammad Firdaus,rare,"['G', 'R']",[],pmid,2021-09-24,0,[''],Land,1224.9999999998695,2.1371952704724655,3071,,,
192,192,The Jund Cube,Pre-Accepted,67cecd38-6729-4870-8fad-4dfa4f9fcc3a,1676093765065,Glissa Sunslayer,Glissa Sunslayer [one-318],Ravenna Tran,rare,"['B', 'G']","['B', 'G']",one,2023-02-03,3,"['g', 'b', '1']",Legendary Creature — Phyrexian Zombie Elf,1275.1000000000024,0.653476508946156,939,,3,3
193,193,The Jund Cube,Pre-Accepted,7ef67487-c8e5-49bb-b0f7-e073ff2e31f1,1676093854481,Bloodbraid Elf,Bloodbraid Elf [arb-50],Dominick Domingo,uncommon,"['G', 'R']","['G', 'R']",arb,2009-04-30,4,"['g', 'r', '2']",Creature — Elf Berserker,1288.9000000004555,14.647895165387318,21048,,3,2
194,194,The Jund Cube,Pre-Accepted,c3a0c43a-c03f-4070-aa46-f4107a1e3dd2,1676093908956,Abrade,Abrade [dbl-406],Dominik Mayer,common,['R'],['R'],dbl,2022-01-28,2,"['r', '1']",Instant,1420.7000000023218,23.921137424926755,34373,,,
195,195,The Jund Cube,Pre-Accepted,fa56b15e-d02d-4306-82a6-ced778fee90f,1689731427160,Sangrite Backlash,Sangrite Backlash [arb-139],Cyril Van Der Haegen,common,"['B', 'G', 'R']","['B', 'G', 'R']",arb,2009-04-30,2,"['r', 'b-g']",Enchantment — Aura,1207.8000000000316,0.5588302840082676,803,,,
196,196,The Jund Cube,Pre-Accepted,9c10d359-543a-4d2e-9bbe-23f93a14aa2d,1676152133156,Lair of the Hydra,Lair of the Hydra [afr-356],Wayne Reynolds,rare,['G'],[],afr,2021-07-23,0,[''],Land,1220.6000000001632,2.236017064157614,3213,,,
197,197,The Jund Cube,Pre-Accepted,f7f07a80-05b5-4108-9e68-f8da05866acc,1676627356858,Goblin Anarchomancer,Goblin Anarchomancer [mh2-421],Joe Slucher,common,"['G', 'R']","['G', 'R']",mh2,2021-06-18,2,"['g', 'r']",Creature — Goblin Shaman,1240.6000000001225,3.8930219286952044,5594,,2,2
198,198,The Jund Cube,Pre-Accepted,2bf2da97-3331-4614-b4ff-f03d061500a7,1676627514657,Fire Covenant,Fire Covenant [sld-271],Rovina Cai,rare,"['B', 'R']","['B', 'R']",sld,2021-04-26,3,"['r', 'b', '1']",Instant,1197.4000000000779,2.3132650859819197,3324,,,
199,199,The Jund Cube,Pre-Accepted,3d222d66-137b-4707-b28a-a23549b1ee35,1676627514657,Immersturm Predator,Immersturm Predator [khm-367],Nicholas Gregory,rare,"['B', 'R']","['B', 'R']",khm,2021-02-05,4,"['r', 'b', '2']",Creature — Vampire Dragon,1235.5000000000637,2.4204380171615876,3478,,3,3
200,200,The Jund Cube,Pre-Accepted,635146da-d415-4107-a7f9-2c46189e5c52,1676627760503,Conduit of Worlds,Conduit of Worlds [one-163],Jokubas Uogintas,rare,['G'],['G'],one,2023-02-03,4,"['g', 'g', '2']",Artifact,1380.800000000011,0.7502105182576744,1078,,,
201,201,The Jund Cube,Pre-Accepted,d7d6e50e-d339-49b5-ab97-4b38bba7c187,1676627760503,Sheoldred's Edict,Sheoldred's Edict [one-279],Helge C. Balzer,uncommon,['B'],['B'],one,2023-02-03,2,"['b', '1']",Instant,1314.899999999982,1.2387520616870689,1780,,,
202,202,The Jund Cube,Pre-Accepted,28d92cad-45b0-479d-97fc-c175f3a3f259,1676628030741,Kumano Faces Kakkazan,Kumano Faces Kakkazan [neo-152],Mike Bierek,uncommon,['R'],['R'],neo,2022-02-18,1,['r'],Enchantment — Saga,1320.9000000000608,2.0613391048972463,2962,,,
203,203,The Jund Cube,Pre-Accepted,bd53f7e3-f76a-440b-8c84-994d378bda97,1676628075503,Wasteland,Wasteland [sld-178],Mark Poole,rare,[],[],sld,2021-06-21,0,[''],Land,1557.1000000002205,11.232279930128817,16140,,,
204,204,The Jund Cube,Pre-Accepted,cee0459b-9aac-4d2f-abe4-4d5fedde7eb8,1676628296508,"Kroxa, Titan of Death's Hunger","Kroxa, Titan of Death's Hunger [thb-221]",Vincent Proce,mythic,"['B', 'R']","['B', 'R']",thb,2020-01-24,2,"['r', 'b']",Legendary Creature — Elder Giant,1348.600000000796,7.318380157697313,10516,,6,6
